Civilite;Nom;Prenom;Mandat;Circonscription;Departement;Candidat_parrainage;Date
M.;REBUFFET-GIRAUD;Franck;Maire;Saint-Jean-le-Vieux;Isère;MACRON Emmanuel;2022
M.;ANTOINE;Philippe;Conseiller départemental;;Jura;MACRON Emmanuel;2022
M.;BRETIN;Christian;Maire;Cousance;Jura;MACRON Emmanuel;2022
Mme;BRULEBOIS;Danielle;Députée;1ère circonscription;Jura;MACRON Emmanuel;2022
M.;DRECQ;Christian;Maire;Le Vaudioux;Jura;MACRON Emmanuel;2022
M.;FISCHER;Michel;Maire;Macornay;Jura;MACRON Emmanuel;2022
M.;BROQUERES;Jean-François;Maire;Tartas;Landes;MACRON Emmanuel;2022
M.;DARRIGADE;Hervé;Maire;Rivière-Saas-et-Gourby;Landes;MACRON Emmanuel;2022
Mme;DEDIEU;Martine;Conseillère départementale;;Landes;MACRON Emmanuel;2022
Mme;REQUENNA;Pascale;Conseillère régionale;Nouvelle-Aquitaine;Landes;MACRON Emmanuel;2022
M.;LORGEOUX;Jeanny;Maire;Romorantin-Lanthenay;Loir-et-Cher;MACRON Emmanuel;2022
Mme;MILLET;Marie-Hélène;Conseillère départementale;;Loir-et-Cher;MACRON Emmanuel;2022
M.;BERLIVET;Eric;Maire;Roche-la-Molière;Loire;MACRON Emmanuel;2022
Mme;GANDREY;Carine;Maire;Écotay-l'Olme;Loire;MACRON Emmanuel;2022
M.;HALFON;André;Maire;Torsiac;Haute-Loire;MACRON Emmanuel;2022
M.;CHOUBRAC;Bertrand;Conseiller départemental;;Loire-Atlantique;MACRON Emmanuel;2022
Mme;OPPELT;Valérie;Députée;2ème circonscription;Loire-Atlantique;MACRON Emmanuel;2022
M.;SANCHEZ;Fabrice;Maire;Massérac;Loire-Atlantique;MACRON Emmanuel;2022
M.;BERTHAUD;Jean;Maire;Dordives;Loiret;MACRON Emmanuel;2022
M.;LEGENDRE;Christian;Maire;Aschères-le-Marché;Loiret;MACRON Emmanuel;2022
M.;NOLLAND;Philippe;Maire;Pithiviers;Loiret;MACRON Emmanuel;2022
M.;CHARTROUX;Thierry;Maire;Thégra;Lot;MACRON Emmanuel;2022
M.;MIQUEL;Gérard;Maire;Saint-Cirq-Lapopie;Lot;MACRON Emmanuel;2022
Mme;SIMON-PICQUET;Agnès;Maire;Les Junies;Lot;MACRON Emmanuel;2022
Mme;SOURZAT;Annie;Maire;Ussel;Lot;MACRON Emmanuel;2022
Mme;TIEGNA;Huguette;Députée;2ème circonscription;Lot;MACRON Emmanuel;2022
M.;VIGNALS;Bernard;Maire;Lendou-en-Quercy;Lot;MACRON Emmanuel;2022
M.;THOUMAZEAU;Jean-François;Maire;Gaujac;Lot-et-Garonne;MACRON Emmanuel;2022
M.;TOVO;Mathieu;Maire;Saint-Romain-le-Noble;Lot-et-Garonne;MACRON Emmanuel;2022
M.;CAPUS;Emmanuel;Sénateur;;Maine-et-Loire;MACRON Emmanuel;2022
M.;MASSEGLIA;Denis;Député;5ème circonscription;Maine-et-Loire;MACRON Emmanuel;2022
M.;MIGLIERINA;Jean-François;Maire;Villebernier;Maine-et-Loire;MACRON Emmanuel;2022
M.;DAUBE;Gabriel;Maire;Périers;Manche;MACRON Emmanuel;2022
M.;DENIS;Bernard;Maire délégué d'une commune associée ou d'une commune déléguée;Carentan-les-Marais;Manche;MACRON Emmanuel;2022
Mme;GUIOC;Geneviève;Maire déléguée d'une commune associée ou d'une commune déléguée;Carentan-les-Marais;Manche;MACRON Emmanuel;2022
M.;JORET;Daniel;Maire;Baudre;Manche;MACRON Emmanuel;2022
M.;PAIN;Dominique;Maire;Dangy;Manche;MACRON Emmanuel;2022
M.;SCHMITT;Gilles;Maire;Joganville;Manche;MACRON Emmanuel;2022
M.;CLAUDOTTE;Philippe;Maire;Villers-aux-Bois;Marne;MACRON Emmanuel;2022
M.;MADELAIN;Christophe;Maire;Saint-Étienne-sur-Suippe;Marne;MACRON Emmanuel;2022
M.;ROBINET;Arnaud;Maire;Reims;Marne;MACRON Emmanuel;2022
M.;GROSLAMBERT;Gérard;Conseiller départemental;;Haute-Marne;MACRON Emmanuel;2022
M.;LENOIR;Daniel;Maire;Villaines-la-Juhel;Mayenne;MACRON Emmanuel;2022
M.;RAIMBAULT;Michel;Maire;Livré-la-Touche;Mayenne;MACRON Emmanuel;2022
Mme;KRIER;Catherine;Conseillère départementale;;Meurthe-et-Moselle;MACRON Emmanuel;2022
M.;PALUSZKIEWICZ;Xavier;Député;3ème circonscription;Meurthe-et-Moselle;MACRON Emmanuel;2022
M.;HOUEIX;Raymond;Maire;Le Cours;Morbihan;MACRON Emmanuel;2022
Mme;LE BRETON;Marie José;Conseillère départementale;;Morbihan;MACRON Emmanuel;2022
M.;LE COTILLEC;François;Maire;Saint-Philibert;Morbihan;MACRON Emmanuel;2022
M.;LOAS;Ronan;Conseiller départemental;;Morbihan;MACRON Emmanuel;2022
M.;LOHEZIC;Stephane;Conseiller départemental;;Morbihan;MACRON Emmanuel;2022
M.;POULAIN;Thierry;Maire;Rieux;Morbihan;MACRON Emmanuel;2022
M.;BELHADDAD;Belkhir;Député;1ère circonscription;Moselle;MACRON Emmanuel;2022
M.;HUBER;Pascal;Maire;Chesny;Moselle;MACRON Emmanuel;2022
M.;KIEFFER;Benoît;Maire;Bitche;Moselle;MACRON Emmanuel;2022
M.;LIOGER;Richard;Député;3ème circonscription;Moselle;MACRON Emmanuel;2022
Mme;MELON;Ghislaine;Maire;Ennery;Moselle;MACRON Emmanuel;2022
M.;MENDES;Ludovic;Député;2ème circonscription;Moselle;MACRON Emmanuel;2022
M.;ZIMNY;Didier;Maire;Folschviller;Moselle;MACRON Emmanuel;2022
M.;BERGER;Fabrice;Maire;Challuy;Nièvre;MACRON Emmanuel;2022
Mme;GERMAIN;Sandra;Conseillère régionale;Bourgogne-Franche-Comté;Nièvre;MACRON Emmanuel;2022
M.;JAILLOT;Léonard;Maire;Sichamps;Nièvre;MACRON Emmanuel;2022
M.;PERROT;Patrice;Député;2ème circonscription;Nièvre;MACRON Emmanuel;2022
M.;THURIOT;Denis;Maire;Nevers;Nièvre;MACRON Emmanuel;2022
Mme;BECUE;Doriane;Maire;Tourcoing;Nord;MACRON Emmanuel;2022
M.;BELLEVAL;Valentin;Maire;Hazebrouck;Nord;MACRON Emmanuel;2022
M.;BRONGNIART;Bruno;Maire;Rexpoëde;Nord;MACRON Emmanuel;2022
M.;COURDAVAULT;Lionel;Maire;Roost-Warendin;Nord;MACRON Emmanuel;2022
M.;DARMANIN;Gérald;Conseiller départemental;;Nord;MACRON Emmanuel;2022
M.;LEFEBVRE;Frédéric;Conseiller régional;Hauts-De-France;Nord;MACRON Emmanuel;2022
M.;DEVILLERS;Dominique;Maire;Juvignies;Oise;MACRON Emmanuel;2022
Mme;MASSAU;Fatima;Conseillère régionale;Hauts-De-France;Oise;MACRON Emmanuel;2022
M.;TRIBOUT;Laurent;Maire;Beauvoir;Oise;MACRON Emmanuel;2022
Mme;VAN ELSUWE;Ophélie;Conseillère départementale;;Oise;MACRON Emmanuel;2022
M.;BRÛLARD;Jacky;Maire;Bures;Orne;MACRON Emmanuel;2022
M.;LERAT;Michel;Maire;Boischampré;Orne;MACRON Emmanuel;2022
M.;SELLIER;Jean;Maire;Saint-Sulpice-sur-Risle;Orne;MACRON Emmanuel;2022
M.;DAGBERT;Julien;Maire;Barlin;Pas-de-Calais;MACRON Emmanuel;2022
M.;DAGBERT;Michel;Sénateur;;Pas-de-Calais;MACRON Emmanuel;2022
M.;GOMES;Stéphane;Maire;Mondicourt;Pas-de-Calais;MACRON Emmanuel;2022
M.;LAFONTE;Pierre;Maire;Aix-en-Issart;Pas-de-Calais;MACRON Emmanuel;2022
M.;LECLERCQ;Christophe;Député;6ème circonscription;Pas-de-Calais;MACRON Emmanuel;2022
M.;LOGIE;Antoine;Maire;Wimille;Pas-de-Calais;MACRON Emmanuel;2022
M.;NORMAND;Xavier;Maire;Villers-Sir-Simon;Pas-de-Calais;MACRON Emmanuel;2022
M.;PICQUE;Arnaud;Maire;Lespesses;Pas-de-Calais;MACRON Emmanuel;2022
M.;THERY;Vincent;Maire;Gavrelle;Pas-de-Calais;MACRON Emmanuel;2022
M.;VANLERENBERGHE;Jean-Marie;Sénateur;;Pas-de-Calais;MACRON Emmanuel;2022
M.;LEGENDRE;Denis;Maire;Moriat;Puy-de-Dôme;MACRON Emmanuel;2022
M.;ALLEMAN;Olivier;Conseiller départemental;;Pyrénées-Atlantiques;MACRON Emmanuel;2022
Mme;LASSERRE;Florence;Députée;5ème circonscription;Pyrénées-Atlantiques;MACRON Emmanuel;2022
Mme;MANGE;Christelle;Maire;Chéraute;Pyrénées-Atlantiques;MACRON Emmanuel;2022
Mme;SAINT-PE;Denise;Sénatrice;;Pyrénées-Atlantiques;MACRON Emmanuel;2022
M.;BRUNE;Jacques;Président d'un EPCI à fiscalité propre;CC de la Haute-Bigorre;Hautes-Pyrénées;MACRON Emmanuel;2022
M.;DUCLOS;Serge;Maire;Orincles;Hautes-Pyrénées;MACRON Emmanuel;2022
M.;IRIARTE;Michel;Maire;Bouilh-Péreuilh;Hautes-Pyrénées;MACRON Emmanuel;2022
M.;CASEILLES;Louis;Maire;Saint-Laurent-de-Cerdans;Pyrénées-Orientales;MACRON Emmanuel;2022
M.;ADONETH;Luc;Maire;Châtenois;Bas-Rhin;MACRON Emmanuel;2022
M.;BAUER;Marcel;Maire;Sélestat;Bas-Rhin;MACRON Emmanuel;2022
M.;FRANTZ;Thierry;Maire;Andlau;Bas-Rhin;MACRON Emmanuel;2022
Mme;TENENBAUM;Anne;Conseillère départementale;;Bas-Rhin;MACRON Emmanuel;2022
M.;WITZ;Jean-Marc;Maire;Saint-Maurice;Bas-Rhin;MACRON Emmanuel;2022
M.;WURSTEISEN;Jean-Jacques;Maire;Gungwiller;Bas-Rhin;MACRON Emmanuel;2022
M.;BECHT;Olivier;Député;5ème circonscription;Haut-Rhin;MACRON Emmanuel;2022
M.;BILGER;Christian;Maire;Bellemagny;Haut-Rhin;MACRON Emmanuel;2022
Mme;BOHN;Patricia;Conseillère départementale;;Haut-Rhin;MACRON Emmanuel;2022
M.;DUDT;Franck;Maire;Le Haut Soultzbach;Haut-Rhin;MACRON Emmanuel;2022
M.;HAYE;Ludovic;Sénateur;;Haut-Rhin;MACRON Emmanuel;2022
Mme;MILLION;Lara;Conseillère régionale;Grand Est;Haut-Rhin;MACRON Emmanuel;2022
M.;MUNCK;Marc;Conseiller départemental;;Haut-Rhin;MACRON Emmanuel;2022
M.;NICOLE;Serge;Maire;Wintzenheim;Haut-Rhin;MACRON Emmanuel;2022
M.;FIALAIRE;Bernard;Sénateur;;Rhône;MACRON Emmanuel;2022
M.;GASSILLOUD;Thomas;Député;10ème circonscription;Rhône;MACRON Emmanuel;2022
Mme;KHEDHER;Anissa;Députée;7ème circonscription;Rhône;MACRON Emmanuel;2022
M.;OUTREBON;Pascal;Maire;Taluyers;Rhône;MACRON Emmanuel;2022
Mme;PERRIET-ROUX;Isabelle;Conseillère métropolitaine de Lyon;;Rhône;MACRON Emmanuel;2022
M.;TROUVÉ;Michel;Maire;Montmelas-Saint-Sorlin;Rhône;MACRON Emmanuel;2022
Mme;VULLIEN;Michèle;Conseillère métropolitaine de Lyon;;Rhône;MACRON Emmanuel;2022
M.;BALLOT;Vincent;Maire;Marnay;Haute-Saône;MACRON Emmanuel;2022
Mme;BESSOT BALLOT;Barbara;Députée;1ère circonscription;Haute-Saône;MACRON Emmanuel;2022
M.;JACQUEY;Ghislain;Maire;Dampierre-lès-Conflans;Haute-Saône;MACRON Emmanuel;2022
M.;PETIGNY;Maxime;Maire;Motey-Besuche;Haute-Saône;MACRON Emmanuel;2022
M.;SEGUIN;Jean-Pierre;Maire;Le Val-de-Gouhenans;Haute-Saône;MACRON Emmanuel;2022
Mme;WANTZ;Nadine;Maire;Rioz;Haute-Saône;MACRON Emmanuel;2022
M.;FAURE;Eric;Maire;Berzé-la-Ville;Saône-et-Loire;MACRON Emmanuel;2022
Mme;OUTURQUIN;Sylvie;Maire;Charbonnières;Saône-et-Loire;MACRON Emmanuel;2022
M.;TOURNY;Jacques;Maire délégué d'une commune associée ou d'une commune déléguée;Mâcon;Saône-et-Loire;MACRON Emmanuel;2022
M.;BOULAY;Bruno;Maire;Thoiré-sur-Dinan;Sarthe;MACRON Emmanuel;2022
Mme;MOINET;Sonia;Maire;La Chapelle-Saint-Fray;Sarthe;MACRON Emmanuel;2022
M.;CATHELINEAU;Cyril;Maire;Châtillon-sur-Cluses;Haute-Savoie;MACRON Emmanuel;2022
M.;JACCAZ;Yann;Maire;Praz-sur-Arly;Haute-Savoie;MACRON Emmanuel;2022
Mme;LARDET;Frédérique;Présidente d'un EPCI à fiscalité propre;CA du Grand Annecy;Haute-Savoie;MACRON Emmanuel;2022
Mme;LENNE;Marion;Députée;5ème circonscription;Haute-Savoie;MACRON Emmanuel;2022
M.;LOMBARD;Roland;Maire;Hauteville-sur-Fier;Haute-Savoie;MACRON Emmanuel;2022
M.;OSTERNAUD;Xavier;Maire délégué d'une commune associée ou d'une commune déléguée;Annecy;Haute-Savoie;MACRON Emmanuel;2022
M.;SOULAT;Jean-Luc;Maire;Lucinges;Haute-Savoie;MACRON Emmanuel;2022
M.;BATY;Pierre-Jean;Conseiller régional;Île-De-France;Paris;MACRON Emmanuel;2022
Mme;GATEL;Maud;Députée;11ème circonscription;Paris;MACRON Emmanuel;2022
M.;GOVCIYAN;Alexis;Conseiller de Paris;;Paris;MACRON Emmanuel;2022
M.;RUPIN;Pacôme;Député;7ème circonscription;Paris;MACRON Emmanuel;2022
M.;CORNIERE;Jean-Luc;Maire;Bertrimont;Seine-Maritime;MACRON Emmanuel;2022
M.;HUNKELER;Hervé;Maire;Montérolier;Seine-Maritime;MACRON Emmanuel;2022
M.;NAVARRE;Jean-Louis;Maire;Valmont;Seine-Maritime;MACRON Emmanuel;2022
M.;REMOND;Franck;Maire;Mentheville;Seine-Maritime;MACRON Emmanuel;2022
Mme;VIDAL;Annie;Députée;2ème circonscription;Seine-Maritime;MACRON Emmanuel;2022
M.;JACOTIN;Bernard;Maire;Beautheil-Saints;Seine-et-Marne;MACRON Emmanuel;2022
Mme;MELOT;Colette;Sénatrice;;Seine-et-Marne;MACRON Emmanuel;2022
M.;PREVOST;Jean Jacques;Maire;Coutevroult;Seine-et-Marne;MACRON Emmanuel;2022
M.;AUFRECHTER;Fabien;Maire;Verneuil-sur-Seine;Yvelines;MACRON Emmanuel;2022
M.;CHAMBON;Julien;Maire;Houilles;Yvelines;MACRON Emmanuel;2022
M.;CORADETTI;Bruno;Maire;Le Vésinet;Yvelines;MACRON Emmanuel;2022
Mme;DE VAUCOULEURS;Michèle;Députée;7ème circonscription;Yvelines;MACRON Emmanuel;2022
M.;EMMANUEL;Philippe;Maire;Jouars-Pontchartrain;Yvelines;MACRON Emmanuel;2022
M.;HOURDIN;Arnaud;Maire;Rennemoulin;Yvelines;MACRON Emmanuel;2022
M.;PEMBA-MARINE;Cédric;Maire;Le Port-Marly;Yvelines;MACRON Emmanuel;2022
M.;POMMIER;Jean-Marc;Maire;Bonnières-sur-Seine;Yvelines;MACRON Emmanuel;2022
M.;RIBERT;Benoît;Maire délégué d'une commune associée ou d'une commune déléguée;Le Chesnay-Rocquencourt;Yvelines;MACRON Emmanuel;2022
M.;BEVILLE;André;Maire;Saint-Jean-de-Thouars;Deux-Sèvres;MACRON Emmanuel;2022
M.;DUPEYROU;Romain;Conseiller départemental;;Deux-Sèvres;MACRON Emmanuel;2022
M.;PICHON;Gilles;Maire;Rom;Deux-Sèvres;MACRON Emmanuel;2022
M.;DELATTRE;René;Maire;Miraumont;Somme;MACRON Emmanuel;2022
M.;HERSIN;Dominique;Maire;Candas;Somme;MACRON Emmanuel;2022
M.;LORIC;Jean-Christophe;Conseiller régional;Hauts-De-France;Somme;MACRON Emmanuel;2022
M.;ANDRIEU;Bernard;Maire;Cordes-sur-Ciel;Tarn;MACRON Emmanuel;2022
M.;BERNARDIN;Raphaël;Maire;Saint-Sulpice-la-Pointe;Tarn;MACRON Emmanuel;2022
Mme;BRETAGNE;Evelyne;Conseillère départementale;;Tarn;MACRON Emmanuel;2022
M.;GAUTIER;Thierry;Maire;Montrosier;Tarn;MACRON Emmanuel;2022
M.;ICHARD;Xavier;Maire;Montirat;Tarn;MACRON Emmanuel;2022
M.;MERCIER;Rolland;Maire;Labastide-Gabausse;Tarn;MACRON Emmanuel;2022
Mme;OULD-AMER;Nadia;Conseillère départementale;;Tarn;MACRON Emmanuel;2022
M.;RAU;Ludovic;Maire;Montels;Tarn;MACRON Emmanuel;2022
M.;SOULIES;Claude;Maire;Roquemaure;Tarn;MACRON Emmanuel;2022
M.;TERLIER;Jean;Député;3ème circonscription;Tarn;MACRON Emmanuel;2022
Mme;VERDIER-JOUCLAS;Marie-Christine;Députée;2ème circonscription;Tarn;MACRON Emmanuel;2022
Mme;GOMEZ-BASSAC;Valérie;Députée;6ème circonscription;Var;MACRON Emmanuel;2022
Mme;MONDONE;Valérie;Conseillère départementale;;Var;MACRON Emmanuel;2022
Mme;VIORT;Marjorie;Maire;Le Thoronet;Var;MACRON Emmanuel;2022
M.;MORENAS;Adrien;Député;3ème circonscription;Vaucluse;MACRON Emmanuel;2022
M.;PEYRON;Christian;Maire;Mondragon;Vaucluse;MACRON Emmanuel;2022
M.;BUCHOU;Stéphane;Député;3ème circonscription;Vendée;MACRON Emmanuel;2022
M.;HUVET;Alexandre;Président d'un EPCI à fiscalité propre;CC Challans-Gois Communauté;Vendée;MACRON Emmanuel;2022
M.;RICHARDEAU;Thierry;Maire;Saint-Christophe-du-Ligneron;Vendée;MACRON Emmanuel;2022
M.;BROTTIER;Anthony;Conseiller départemental;;Vienne;MACRON Emmanuel;2022
Mme;GIRARD;Sandra;Maire;Marçay;Vienne;MACRON Emmanuel;2022
Mme;NORESKAL;Rita;Maire;Marigny-Chemereau;Vienne;MACRON Emmanuel;2022
M.;VENTEAU;Pierre;Député;2ème circonscription;Haute-Vienne;MACRON Emmanuel;2022
M.;COLIN;Gérard;Maire;Ubexy;Vosges;MACRON Emmanuel;2022
M.;EMERAUX;Philippe;Maire;Rollainville;Vosges;MACRON Emmanuel;2022
Mme;GERARDIN;Annie;Maire;Nompatelize;Vosges;MACRON Emmanuel;2022
M.;LAURENT;Emmanuel;Maire;Mandray;Vosges;MACRON Emmanuel;2022
M.;PIERRAT;Benoît;Maire;Raon-l'Étape;Vosges;MACRON Emmanuel;2022
M.;SYLVESTRE;Jean Claude;Maire;Les Thons;Vosges;MACRON Emmanuel;2022
Mme;BERTEIGNE;Brigitte;Maire;Chéroy;Yonne;MACRON Emmanuel;2022
M.;CORNIOT;Thierry;Maire;Seignelay;Yonne;MACRON Emmanuel;2022
M.;LEPRUN;Jean-Louis;Maire;Mercy;Yonne;MACRON Emmanuel;2022
M.;RIGAULT;Jean-Michel;Maire;Druyes-les-Belles-Fontaines;Yonne;MACRON Emmanuel;2022
Mme;ROUSSEAU;Annie;Maire;Savigny-en-Terre-Plaine;Yonne;MACRON Emmanuel;2022
Mme;DE MONTCHALIN;Amélie;Conseillère régionale;Île-De-France;Essonne;MACRON Emmanuel;2022
M.;LE FOL;Philippe;Maire;Avrainville;Essonne;MACRON Emmanuel;2022
M.;RAPHAN;Pierre-Alain;Député;10ème circonscription;Essonne;MACRON Emmanuel;2022
Mme;RIXAIN;Marie-Pierre;Députée;4ème circonscription;Essonne;MACRON Emmanuel;2022
Mme;ROMEIRO DIAS;Laëtitia;Députée;3ème circonscription;Essonne;MACRON Emmanuel;2022
Mme;FLORENNES;Isabelle;Députée;4ème circonscription;Hauts-de-Seine;MACRON Emmanuel;2022
Mme;FOURCADE;Alexandra;Conseillère départementale;;Hauts-de-Seine;MACRON Emmanuel;2022
M.;IACOVELLI;Xavier;Sénateur;;Hauts-de-Seine;MACRON Emmanuel;2022
M.;MAIRE;Jacques;Député;8ème circonscription;Hauts-de-Seine;MACRON Emmanuel;2022
M.;SOLERE;Thierry;Conseiller régional;Île-De-France;Hauts-de-Seine;MACRON Emmanuel;2022
M.;BORSALI;Jean-Baptiste;Maire;Le Bourget;Seine-Saint-Denis;MACRON Emmanuel;2022
Mme;CHARRIÈRE;Sylvie;Députée;8ème circonscription;Seine-Saint-Denis;MACRON Emmanuel;2022
M.;DESCROZAILLE;Frédéric;Député;1ère circonscription;Val-de-Marne;MACRON Emmanuel;2022
Mme;PETIT;Maud;Députée;4ème circonscription;Val-de-Marne;MACRON Emmanuel;2022
M.;SAINT-MARTIN;Laurent;Député;3ème circonscription;Val-de-Marne;MACRON Emmanuel;2022
Mme;WARGON;Emmanuelle;Conseillère régionale;Île-De-France;Val-de-Marne;MACRON Emmanuel;2022
Mme;LAZAAR;Fiona;Députée;5ème circonscription;Val-d'Oise;MACRON Emmanuel;2022
Mme;PARK;Zivka;Députée;9ème circonscription;Val-d'Oise;MACRON Emmanuel;2022
M.;AZEROT;Bruno Nestor;Maire;Sainte-Marie;Martinique;MACRON Emmanuel;2022
M.;MOHAMED SOILIHI;Thani;Sénateur;;Mayotte;MACRON Emmanuel;2022
Mme;GROMIER-HEIM;Laurence;Présidente du conseil consulaire;Allemagne - 3e circonscription;Français de l'étranger;MACRON Emmanuel;2022
M.;HOLROYD;Alexandre;Député;3ème circonscription;Français de l'étranger;MACRON Emmanuel;2022
M.;LE CARDINAL;Hugues;Conseiller à l'Assemblée des Français de l'étranger;Europe du Sud;Français de l'étranger;MACRON Emmanuel;2022
M.;MASSON;Thierry;Conseiller à l'Assemblée des Français de l'étranger;Benelux;Français de l'étranger;MACRON Emmanuel;2022
M.;PETIT;Frédéric;Député;7ème circonscription;Français de l'étranger;MACRON Emmanuel;2022
M.;TRESSARD;Fabrice;Président du conseil consulaire;Autriche, Slovaquie, Slovénie;Français de l'étranger;MACRON Emmanuel;2022
M.;VOJETTA;Stéphane;Député;5ème circonscription;Français de l'étranger;MACRON Emmanuel;2022
Mme;BRUNET;Sylvie;Représentante française au Parlement européen;;Parlement européen;MACRON Emmanuel;2022
Mme;CICUREL;Ilana;Représentante française au Parlement européen;;Parlement européen;MACRON Emmanuel;2022
Mme;LOISEAU;Nathalie;Représentante française au Parlement européen;;Parlement européen;MACRON Emmanuel;2022
M.;MARECHAL;Philippe;Maire;Balagny-sur-Thérain;Oise;MARECHAL Philippe Célestin;2022
M.;BARAT;Vincent;Maire;Saint-Aubin;Aube;MARTINEZ Antoine;2022
M.;BERGERAT;Gérard;Maire;Juvanzé;Aube;MARTINEZ Antoine;2022
M.;DELCHET;Philippe;Maire;La Monselie;Cantal;MARTINEZ Antoine;2022
Mme;JACQUES;Michele;Maire;Châteney;Haute-Saône;MARTINEZ Antoine;2022
M.;RUBIO;David;Maire;Roche-et-Raucourt;Haute-Saône;MARTINEZ Antoine;2022
M.;DE RAMBUTEAU;Charles;Maire;Le Breuil;Rhône;MAZUEL Philippe;2022
M.;CUEILLE;Gérald;Maire;Colomieu;Ain;MÉLENCHON Jean-Luc;2022
M.;MOINE;Florian;Maire;Giron;Ain;MÉLENCHON Jean-Luc;2022
M.;FRERE;Stéphane;Maire;Bonnesvalyn;Aisne;MÉLENCHON Jean-Luc;2022
M.;BOURDIER;Sylvain;Maire;Commentry;Allier;MÉLENCHON Jean-Luc;2022
M.;SANVOISIN;Christian;Maire;Désertines;Allier;MÉLENCHON Jean-Luc;2022
M.;BAILLE;Denis;Maire;Thoard;Alpes-de-Haute-Provence;MÉLENCHON Jean-Luc;2022
M.;FURET;Nicolas;Maire;Limans;Alpes-de-Haute-Provence;MÉLENCHON Jean-Luc;2022
Mme;KUENTZ;Adèle;Maire;Piégut;Alpes-de-Haute-Provence;MÉLENCHON Jean-Luc;2022
M.;ROUX;Laurent;Maire;Villars-Colmars;Alpes-de-Haute-Provence;MÉLENCHON Jean-Luc;2022
M.;AQUINO;Roger;Maire;La Haute-Beaume;Hautes-Alpes;MÉLENCHON Jean-Luc;2022
Mme;DESREUMAUX;Catherine;Maire;Montclus;Hautes-Alpes;MÉLENCHON Jean-Luc;2022
M.;GILARDEAU-TRUFFINET;Christian;Maire;Veynes;Hautes-Alpes;MÉLENCHON Jean-Luc;2022
Mme;PRUNSTER;Magali;Maire;La Piarre;Hautes-Alpes;MÉLENCHON Jean-Luc;2022
M.;DI VUOLO;Michel;Maire;Faugères;Ardèche;MÉLENCHON Jean-Luc;2022
M.;VIDAL;Jean-Luc;Maire;Barnas;Ardèche;MÉLENCHON Jean-Luc;2022
M.;CAUHAPÉ;Jean-Louis;Maire;Sieuras;Ariège;MÉLENCHON Jean-Luc;2022
M.;LAFON;François;Maire;Lercoul;Ariège;MÉLENCHON Jean-Luc;2022
M.;LOUBET DIT GAJOL;Michel;Maire;Massat;Ariège;MÉLENCHON Jean-Luc;2022
M.;SAVARINO;Patrice;Maire;Arrout;Ariège;MÉLENCHON Jean-Luc;2022
M.;ANIORT;Yves;Maire;Granès;Aude;MÉLENCHON Jean-Luc;2022
M.;AULOMBARD;Jean-Jacques;Maire;Chalabre;Aude;MÉLENCHON Jean-Luc;2022
Mme;BOSCH;Jessica;Maire;Montjoi;Aude;MÉLENCHON Jean-Luc;2022
M.;GARINO;Alain;Maire;Fontiès-d'Aude;Aude;MÉLENCHON Jean-Luc;2022
M.;TRETON;Octave;Maire;Serres;Aude;MÉLENCHON Jean-Luc;2022
M.;WAGNER;Jean-Marc;Maire;Greffeil;Aude;MÉLENCHON Jean-Luc;2022
M.;BOISNARD;Éric;Maire;Courtonne-la-Meurdrac;Calvados;MÉLENCHON Jean-Luc;2022
M.;ECOLASSE;Thierry;Maire;Saint-Martin-de-Mailloc;Calvados;MÉLENCHON Jean-Luc;2022
Mme;VIAN;Marie-Jeanne;Maire;Saint-Preuil;Charente;MÉLENCHON Jean-Luc;2022
M.;BERTHELOT;Aurelien;Maire;Saint-Simon-de-Pellouaille;Charente-Maritime;MÉLENCHON Jean-Luc;2022
M.;GONZALEZ;Maurice;Maire;Archiac;Charente-Maritime;MÉLENCHON Jean-Luc;2022
M.;JAUVION;Bernard;Maire;Favars;Corrèze;MÉLENCHON Jean-Luc;2022
M.;GOUYETTE;Patrick;Maire;Villedieu;Côte-d'Or;MÉLENCHON Jean-Luc;2022
M.;VIBERT;Richard;Maire;Ploubazlanec;Côtes-d'Armor;MÉLENCHON Jean-Luc;2022
M.;PARAYRE;Régis;Maire;Lépinas;Creuse;MÉLENCHON Jean-Luc;2022
M.;VALLIERE;Dominique;Maire;Mazeirat;Creuse;MÉLENCHON Jean-Luc;2022
M.;MARTIN;Gérard;Maire;Faurilles;Dordogne;MÉLENCHON Jean-Luc;2022
M.;MASSIAS;Jean-Luc;Maire;Saint-Louis-en-l'Isle;Dordogne;MÉLENCHON Jean-Luc;2022
Mme;NÉE;Sylviane;Maire;La Chapelle-Faucher;Dordogne;MÉLENCHON Jean-Luc;2022
Mme;ROMAGGI;Magali;Conseillère régionale;Auvergne-Rhône-Alpes;Drôme;MÉLENCHON Jean-Luc;2022
M.;KERGUILLEC;Julien;Maire;Pleyber-Christ;Finistère;MÉLENCHON Jean-Luc;2022
M.;PASQUALINI;Marc;Maire;Le Faou;Finistère;MÉLENCHON Jean-Luc;2022
M.;DARLOT;Patrick;Maire;Saint-Bresson;Gard;MÉLENCHON Jean-Luc;2022
Mme;PELLET;Marie-José;Maire;Junas;Gard;MÉLENCHON Jean-Luc;2022
M.;SILHOL;Guy;Maire;Peyremale;Gard;MÉLENCHON Jean-Luc;2022
M.;PARIS;Gilles;Maire;Ausseing;Haute-Garonne;MÉLENCHON Jean-Luc;2022
